"13";"octobre  ";"2005";"lci-monde-2005-10-13.html                         ";"une                     ";"0,,3253803-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-07.html                         ";"grostitre               ";"0,,3268948-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-07.html                         ";"rappel                  ";"0,,3269230-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-07.html                         ";"rappel                  ";"0,,3268963-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-07.html                         ";"rappel                  ";"0,,3268938-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-08.html                         ";"rappel                  ";"0,,3269209-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-08.html                         ";"rappel                  ";"0,,3269222-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-08.html                         ";"rappel                  ";"0,,3268936-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-08.html                         ";"rappel                  ";"0,,3269177-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-11.html                         ";"rappel                  ";"0,,3268936-vu5wx0leiduy,00.html                                            "
"05";"décembre ";"2005";"lci-monde-2005-12-29.html                         ";"voiraussi               ";"0,,3268936-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"une                     ";"0,,3226198-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"voiraussi               ";"0,,3226052-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"focus                   ";"0,,3225857-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3226052-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3226177-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3226085-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3225980-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3225971-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3225859-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-17.html                         ";"rappel                  ";"0,,3226177-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-18.html                         ";"rappel                  ";"0,,3226177-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"rappel                  ";"0,,3226281-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"rappel                  ";"0,,3226297-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-21.html                         ";"rappel                  ";"0,,3226281-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-21.html                         ";"rappel                  ";"0,,3226297-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-22.html                         ";"rappel                  ";"0,,3226281-vu5wx0leiduy,00.html                                            "
"16";"juin     ";"2005";"lci-monde-2005-06-22.html                         ";"rappel                  ";"0,,3226297-vu5wx0leiduy,00.html                                            "
"12";"décembre ";"2004";"lci-monde-2005-05-20.html                         ";"voiraussi               ";"0,,3190839-vu5wx0leiduy,00.html                                            "
"30";"juin     ";"2004";"lci-monde-2005-05-20.html                         ";"voiraussi               ";"0,,3094807-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-15.html                         ";"grostitre               ";"0,,3262956-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-16.html                         ";"grostitre               ";"0,,3262958-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-16.html                         ";"grostitre               ";"0,,3262956-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-17.html                         ";"grostitre               ";"0,,3262958-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-17.html                         ";"grostitre               ";"0,,3262956-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-18.html                         ";"rappel                  ";"0,,3262958-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-18.html                         ";"rappel                  ";"0,,3262956-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-19.html                         ";"rappel                  ";"0,,3262958-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-19.html                         ";"rappel                  ";"0,,3262956-vu5wx0leiduy,00.html                                            "
"14";"novembre ";"2005";"lci-monde-2005-11-23.html                         ";"voiraussi               ";"0,,3262956-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-08.html                         ";"une                     ";"0,,3242715-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-08.html                         ";"focus                   ";"0,,3242704-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-08.html                         ";"grostitre               ";"0,,3243099-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-09.html                         ";"grostitre               ";"0,,3243130-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-09.html                         ";"grostitre               ";"0,,3243099-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-10.html                         ";"grostitre               ";"0,,3243397-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-10.html                         ";"grostitre               ";"0,,3243130-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-10.html                         ";"grostitre               ";"0,,3243099-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-11.html                         ";"grostitre               ";"0,,3243397-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-11.html                         ";"grostitre               ";"0,,3243130-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-11.html                         ";"grostitre               ";"0,,3243099-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-12.html                         ";"rappel                  ";"0,,3243397-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-12.html                         ";"rappel                  ";"0,,3243130-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-12.html                         ";"rappel                  ";"0,,3243099-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-13.html                         ";"rappel                  ";"0,,3243397-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-14.html                         ";"rappel                  ";"0,,3243397-vu5wx0leiduy,00.html                                            "
"08";"septembre";"2005";"lci-monde-2005-09-15.html                         ";"rappel                  ";"0,,3243397-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"une                     ";"0,,3215267-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"focus                   ";"0,,3215387-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"grostitre               ";"0,,3215487-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"grostitre               ";"0,,3215465-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"grostitre               ";"0,,3215161-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"grostitre               ";"0,,3215096-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"grostitre               ";"0,,3215383-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-26.html                         ";"grostitre               ";"0,,3215257-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-29.html                         ";"rappel                  ";"0,,3215667-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-29.html                         ";"rappel                  ";"0,,3215487-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-30.html                         ";"rappel                  ";"0,,3215667-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-04-30.html                         ";"rappel                  ";"0,,3215487-vu5wx0leiduy,00.html                                            "
"26";"avril    ";"2005";"lci-monde-2005-05-31.html                         ";"voiraussi               ";"0,,3215476-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"une                     ";"0,,3220983-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"focus                   ";"0,,3220763-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3221108-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3220948-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3221064-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3220659-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3220752-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3220817-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3220529-vu5wx0leiduy,00.html                                            "
"23";"mai      ";"2005";"lci-monde-2005-05-26.html                         ";"rappel                  ";"0,,3221108-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"une                     ";"0,,3224070-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"voiraussi               ";"0,,3223977-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"focus                   ";"0,,3223862-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3223977-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224312-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224281-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224284-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224082-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224056-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-08.html                         ";"voiraussi               ";"0,,3224320-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-09.html                         ";"rappel                  ";"0,,3224320-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-10.html                         ";"rappel                  ";"0,,3224498-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-10.html                         ";"rappel                  ";"0,,3224312-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-10.html                         ";"rappel                  ";"0,,3224320-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-12.html                         ";"rappel                  ";"0,,3224498-vu5wx0leiduy,00.html                                            "
"07";"juin     ";"2005";"lci-monde-2005-06-12.html                         ";"rappel                  ";"0,,3224312-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-06.html                         ";"une                     ";"0,,3282730-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-06.html                         ";"focus                   ";"0,,3282621-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-07.html                         ";"voiraussi               ";"0,,3282848-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-07.html                         ";"voiraussi               ";"0,,3282889-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-07.html                         ";"grostitre               ";"0,,3282939-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-07.html                         ";"grostitre               ";"0,,3282889-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-07.html                         ";"grostitre               ";"0,,3282848-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-07.html                         ";"grostitre               ";"0,,3282847-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-08.html                         ";"voiraussi               ";"0,,3282848-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-08.html                         ";"voiraussi               ";"0,,3282889-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-08.html                         ";"grostitre               ";"0,,3282939-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-08.html                         ";"grostitre               ";"0,,3282847-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-08.html                         ";"rappel                  ";"0,,3282889-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-08.html                         ";"rappel                  ";"0,,3282848-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-09.html                         ";"rappel                  ";"0,,3282939-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-09.html                         ";"rappel                  ";"0,,3282847-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-10.html                         ";"rappel                  ";"0,,3282939-vu5wx0leiduy,00.html                                            "
"06";"février  ";"2006";"lci-monde-2006-02-10.html                         ";"rappel                  ";"0,,3282847-vu5wx0leiduy,00.html                                            "
"09";"octobre  ";"2001";"lci-monde-2005-08-05.html                         ";"voiraussi               ";"0,,825517-vu5wx0leiduy,00.html                                             "
"09";"octobre  ";"2001";"lci-monde-2005-08-06.html                         ";"voiraussi               ";"0,,825517-vu5wx0leiduy,00.html                                             "
"09";"octobre  ";"2001";"lci-monde-2005-11-17.html                         ";"voiraussi               ";"0,,825421-vu5wx0leiduy,00.html                                             "
"16";"octobre  ";"2004";"lci-monde-2005-03-03.html                         ";"voiraussi               ";"0,,3180247-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-03-30.html                         ";"une                     ";"0,,3210339-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-03-30.html                         ";"focus                   ";"0,,3209653-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-03-30.html                         ";"grostitre               ";"0,,3210355-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-03-30.html                         ";"grostitre               ";"0,,3210247-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-03-30.html                         ";"grostitre               ";"0,,3210138-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-03-31.html                         ";"rappel                  ";"0,,3210433-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-03-31.html                         ";"rappel                  ";"0,,3210339-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-04-01.html                         ";"voiraussi               ";"0,,3210433-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-04-01.html                         ";"rappel                  ";"0,,3210355-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-04-01.html                         ";"rappel                  ";"0,,3210339-vu5wx0leiduy,00.html                                            "
"30";"mars     ";"2005";"lci-monde-2005-04-02.html                         ";"rappel                  ";"0,,3210355-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-10-31.html                         ";"une                     ";"0,,3258968-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-10-31.html                         ";"focus                   ";"0,,3258062-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-10-31.html                         ";"grostitre               ";"0,,3258947-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-01.html                         ";"grostitre               ";"0,,3258968-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-01.html                         ";"grostitre               ";"0,,3258947-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-02.html                         ";"grostitre               ";"0,,3259157-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-02.html                         ";"grostitre               ";"0,,3258968-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-02.html                         ";"grostitre               ";"0,,3258947-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-03.html                         ";"grostitre               ";"0,,3259157-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-03.html                         ";"grostitre               ";"0,,3258968-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-03.html                         ";"grostitre               ";"0,,3258947-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-04.html                         ";"rappel                  ";"0,,3259157-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-04.html                         ";"rappel                  ";"0,,3258968-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-04.html                         ";"rappel                  ";"0,,3258947-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-05.html                         ";"rappel                  ";"0,,3259157-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-05.html                         ";"rappel                  ";"0,,3258968-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-05.html                         ";"rappel                  ";"0,,3258947-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-06.html                         ";"rappel                  ";"0,,3259157-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-06.html                         ";"rappel                  ";"0,,3258968-vu5wx0leiduy,00.html                                            "
"31";"octobre  ";"2005";"lci-monde-2005-11-06.html                         ";"rappel                  ";"0,,3258947-vu5wx0leiduy,00.html                                            "
"24";"avril    ";"2004";"lci-monde-2005-04-23.html                         ";"voiraussi               ";"0,,2198687-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"une                     ";"0,,3226859-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"focus                   ";"0,,3226794-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"grostitre               ";"0,,3226668-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"grostitre               ";"0,,3226736-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"grostitre               ";"0,,3226589-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"grostitre               ";"0,,3226731-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"grostitre               ";"0,,3226588-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"grostitre               ";"0,,3226374-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-20.html                         ";"grostitre               ";"0,,3225743-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-23.html                         ";"voiraussi               ";"0,,3227092-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-23.html                         ";"rappel                  ";"0,,3227092-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-24.html                         ";"rappel                  ";"0,,3227092-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-25.html                         ";"rappel                  ";"0,,3227092-vu5wx0leiduy,00.html                                            "
"20";"juin     ";"2005";"lci-monde-2005-06-26.html                         ";"rappel                  ";"0,,3227092-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-17.html                         ";"une                     ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-17.html                         ";"focus                   ";"0,,3254614-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-17.html                         ";"grostitre               ";"0,,3254852-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-19.html                         ";"grostitre               ";"0,,3255086-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-19.html                         ";"rappel                  ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-19.html                         ";"rappel                  ";"0,,3255001-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-19.html                         ";"rappel                  ";"0,,3254852-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-20.html                         ";"rappel                  ";"0,,3255086-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-20.html                         ";"rappel                  ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-20.html                         ";"rappel                  ";"0,,3255001-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-21.html                         ";"rappel                  ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-10-25.html                         ";"voiraussi               ";"0,,3255015-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-11-22.html                         ";"voiraussi               ";"0,,3255001-vu5wx0leiduy,00.html                                            "
"17";"octobre  ";"2005";"lci-monde-2005-11-23.html                         ";"voiraussi               ";"0,,3255001-vu5wx0leiduy,00.html                                            "
"21";"juillet  ";"2005";"lci-monde-2005-07-21.html                         ";"une                     ";"0,,3233100-vu5wx0leiduy,00.html                                            "
"21";"juillet  ";"2005";"lci-monde-2005-07-21.html                         ";"focus                   ";"0,,3232948-vu5wx0leiduy,00.html                                            "
